date,kind,varieties,type,price
6/18/2015,במיה,,אורך:7-5 סוג א,16.00
6/18/2015,בצל,אדום,מקומי,1.85
6/18/2015,בצל,אורי,ק' 77-45 סוג א,1.20
6/18/2015,בצל,ירוק,ארוז סוג א,12.00
6/18/2015,בצל,ירוק,תפזורת סוג א,5.70
6/18/2015,ברוקולי,,ארוז,7.40
6/18/2015,גזר,,ארוז,3.10
6/18/2015,גזר,,תפזורת סוג א,2.35
6/18/2015,דלורית,,סוג א,2.80
6/18/2015,דלעת,,בין 25-10 ק"ג א,3.80
6/18/2015,חזרת,,ב- 30-10 ס' א,28.35
6/18/2015,חסה,עגולה,יח' 1 סוג א,2.70
6/18/2015,חסה,ערבית,יח' 1 סוג א,1.80
6/18/2015,חצילים,,חממה,2.30
6/18/2015,כרוב,אדום,1-0.5 ק"ג סוג א,3.55
6/18/2015,כרוב,לבן,1-0.8 ק"ג סוג א,1.80
6/18/2015,כרובית,,בין 1.2-1 ק"ג א,4.60
6/18/2015,לוף,,ב- 10-7 ס"מ א,2.70
6/18/2015,מלונים,,כתום אננס,1.65
6/18/2015,מלפפון,,.,3.95
6/18/2015,סלק,,ק' 85-60 סוג א,2.35
6/18/2015,עגבניות,חממה,.,3.05
6/18/2015,עגבניות,צ`רי,אשכולות,6.45
6/18/2015,עגבניות,צ`רי,תמר אשכולות,7.40
6/18/2015,פטריות,שמפניון,ק' 50 ממ' סוג א,22.35
6/18/2015,פלפל,אדום,חממה,4.80
6/18/2015,פלפל,חריף,ירוק,5.05
6/18/2015,פלפל,ירוק בהיר,.,5.55
6/18/2015,פלפל,ירוק כהה,ק' 70-60 סוג-א,4.55
6/18/2015,פלפל,צהוב,ק' 75-65 סוג א,5.80
6/18/2015,צנוניות,,ארוז,4.30
6/18/2015,קולורבי,,ב- 1-0.5 קג'  א,3.40
6/18/2015,קשואים,מקומי,סוג א,3.60
6/18/2015,שום,יבוא,סוג א,17.50
6/18/2015,שום,יבש,ק' 50-20 סוג א,14.40
6/18/2015,שומר,,סוג א,3.95
6/18/2015,שעועית,ירוקה,10-7 ס"מ סוג א,8.65
6/18/2015,תירס,,ארוז סוג א,4.70
6/18/2015,תירס,,תפזורת סוג א,2.25
6/18/2015,תפוח אדמה,דזירה,ארוז סוג א,2.90
6/18/2015,תפוח אדמה,דזירה,תפזורת סוג א,2.10
6/18/2015,תפוח אדמה,לבן,ארוז סוג א,2.45
6/18/2015,תפוח אדמה,לבן,תפזורת סוג א,1.60
6/18/2015,אבוקדו,,ריד,19.15
6/18/2015,אגסים,ספדונה,ק' 5.5 מותג,7.35
6/18/2015,אגסים,ספדונה,ק' 6 מותג,9.00
6/18/2015,אגסים,ספדונה,ק' 6.5 מותג,10.35
6/18/2015,אגסים,ספדונה,ק' 7 מותג,11.65
6/18/2015,אננס,,סוג א,24.85
6/18/2015,אפרסקים,,עודד ק' 6,5.40
6/18/2015,אפרסקים,,עודד ק' 6.5,7.00
6/18/2015,אפרסקים,,עודד ק' 7,9.00
6/18/2015,אפרסקים,סווילינג,ק' 6 סוג א,5.35
6/18/2015,אפרסקים,סווילינג,ק' 6.5 סוג א,6.50
6/18/2015,אפרסקים,סווילינג,ק' 7 סוג א,7.80
6/18/2015,בננות,,סוג א,8.95
6/18/2015,דובדבנים,אדומים,מותג,26.75
6/18/2015,דובדבנים,אדומים,סוג א,16.75
6/18/2015,דובדבנים,לבנים,מותג,26.75
6/18/2015,דובדבנים,לבנים,סוג א,16.75
6/18/2015,מנגו,טומי,סוג א,11.65
6/18/2015,מנגו,שלי,סוג א,14.55
6/18/2015,משמש,,זייגר,8.25
6/18/2015,משמש,,רעננה,8.35
6/18/2015,נקטרינות,אדומות,ק' 6 מותג,5.50
6/18/2015,נקטרינות,אדומות,ק' 6.5 מותג,6.50
6/18/2015,נקטרינות,אדומות,ק' 7 מותג,7.35
6/18/2015,נקטרינות,לבנות,ק' 6 מותג,5.50
6/18/2015,נקטרינות,לבנות,ק' 6.5 מותג,6.60
6/18/2015,נקטרינות,לבנות,ק' 7 מותג,7.50
6/18/2015,ענבים,,SBS,7.60
6/18/2015,ענבים,,SBS מותג,12.75
6/18/2015,שזיפים,אוגדן,צהוב,8.15
6/18/2015,שזיפים,בליק דיימו,.,11.25
6/18/2015,שזיפים,סוג 1200,.,9.60
6/18/2015,שקדים ירוק,,סוג א,4.80
6/18/2015,תפוחים,גרני סמיט,ק' 6.5 מותג,5.25
6/18/2015,תפוחים,גרני סמיט,ק' 7 מותג,6.35
6/18/2015,תפוחים,גרני סמיט,ק' 7.5 מותג,7.30
6/18/2015,תפוחים,זהוב דלישס,ק' 6.5 מותג,5.40
6/18/2015,תפוחים,זהוב דלישס,ק' 7 מותג,6.50
6/18/2015,תפוחים,זהוב דלישס,ק' 7.5 מותג,7.70
6/18/2015,תפוחים,סטרקינג דל,ק' 6.5 מותג,5.30
6/18/2015,תפוחים,סטרקינג דל,ק' 7 מותג,6.35
6/18/2015,תפוחים,סטרקינג דל,ק' 7.5 מותג,7.30
6/17/2015,אשכוליות,לבנות,סוג א,4.00
6/17/2015,לימונים,לימונים,סוג א,6.90
6/17/2015,תפוזים,ולנסיה,סוג א',5.20
6/17/2015,אבטיחים,סידלס,במיכלים,2.10
6/17/2015,אבטיחים,סידלס,קרטונים,2.10
6/17/2015,בטטות,,מ- 250 גר סוג א,7.00
6/17/2015,במיה,,אורך:7-5 סוג א,15.00
6/17/2015,בצל,אדום,מקומי,2.10
6/17/2015,בצל,אורי,ק' 77-45 סוג א,1.35
6/17/2015,בצל,ירוק,ארוז סוג א,12.45
6/17/2015,בצל,ירוק,תפזורת סוג א,6.15
6/17/2015,ברוקולי,,ארוז,7.10
6/17/2015,גזר,,ארוז,3.20
6/17/2015,גזר,,תפזורת סוג א,2.40
6/17/2015,דלורית,,סוג א,2.85
6/17/2015,דלעת,,בין 25-10 ק"ג א,4.35
6/17/2015,חזרת,,ב- 30-10 ס' א,27.30
6/17/2015,חסה,עגולה,יח' 1 סוג א,2.50
6/17/2015,חסה,ערבית,יח' 1 סוג א,1.85
6/17/2015,חצילים,,חממה,2.30
6/17/2015,כרוב,אדום,1-0.5 ק"ג סוג א,3.40
6/17/2015,כרוב,לבן,1-0.8 ק"ג סוג א,2.20
6/17/2015,כרובית,,בין 1.2-1 ק"ג א,6.70
6/17/2015,לוף,,ב- 10-7 ס"מ א,2.85
6/17/2015,מלונים,,כתום אננס,1.80
6/17/2015,מלפפון,,.,3.75
6/17/2015,סלק,,ק' 85-60 סוג א,2.30
6/17/2015,עגבניות,חממה,.,3.10
6/17/2015,עגבניות,צ`רי,אשכולות,6.05
6/17/2015,עגבניות,צ`רי,תמר אשכולות,7.45
6/17/2015,פטריות,שמפניון,ק' 50 ממ' סוג א,22.50
6/17/2015,פלפל,אדום,חממה,6.30
6/17/2015,פלפל,חריף,ירוק,5.50
6/17/2015,פלפל,ירוק בהיר,.,6.45
6/17/2015,פלפל,ירוק כהה,ק' 70-60 סוג-א,4.65
6/17/2015,פלפל,צהוב,ק' 75-65 סוג א,6.65
6/17/2015,צנוניות,,ארוז,3.85
6/17/2015,קולורבי,,ב- 1-0.5 קג'  א,3.80
6/17/2015,קשואים,מקומי,סוג א,3.55
6/17/2015,שום,יבוא,סוג א,17.30
6/17/2015,שום,יבש,ק' 50-20 סוג א,13.30
6/17/2015,שומר,,סוג א,3.75
6/17/2015,שעועית,ירוקה,10-7 ס"מ סוג א,8.00
6/17/2015,תירס,,ארוז סוג א,5.10
6/17/2015,תירס,,תפזורת סוג א,2.25
6/17/2015,תפוח אדמה,דזירה,ארוז סוג א,3.05
6/17/2015,תפוח אדמה,דזירה,תפזורת סוג א,2.20
6/17/2015,תפוח אדמה,לבן,ארוז סוג א,2.40
6/17/2015,תפוח אדמה,לבן,תפזורת סוג א,1.80
6/17/2015,אבוקדו,,ריד,18.90
6/17/2015,אבוקדו,האס,סוג א' מחוספס,18.00
6/17/2015,אגסים,ספדונה,ק' 5.5 מותג,7.35
6/17/2015,אגסים,ספדונה,ק' 6 מותג,9.05
6/17/2015,אגסים,ספדונה,ק' 6.5 מותג,10.40
6/17/2015,אגסים,ספדונה,ק' 7 מותג,11.75
6/17/2015,אננס,,סוג א,24.10
6/17/2015,אפרסקים,,עודד ק' 6,5.65
6/17/2015,אפרסקים,,עודד ק' 6.5,6.75
6/17/2015,אפרסקים,,עודד ק' 7,7.80
6/17/2015,אפרסקים,סווילינג,ק' 6 סוג א,5.90
6/17/2015,אפרסקים,סווילינג,ק' 6.5 סוג א,7.40
6/17/2015,אפרסקים,סווילינג,ק' 7 סוג א,8.65
6/17/2015,בננות,,סוג א,7.90
6/17/2015,דובדבנים,אדומים,מותג,27.10
6/17/2015,דובדבנים,אדומים,סוג א,15.60
6/17/2015,דובדבנים,לבנים,מותג,27.10
6/17/2015,דובדבנים,לבנים,סוג א,15.60
6/17/2015,מנגו,טומי,סוג א,12.15
6/17/2015,מנגו,שלי,סוג א,18.25
6/17/2015,משמש,,זייגר,8.45
6/17/2015,משמש,,רעננה,8.55
6/17/2015,נקטרינות,אדומות,ק' 6 מותג,5.40
6/17/2015,נקטרינות,אדומות,ק' 6.5 מותג,6.40
6/17/2015,נקטרינות,אדומות,ק' 7 מותג,7.30
6/17/2015,נקטרינות,לבנות,ק' 6 מותג,5.70
6/17/2015,נקטרינות,לבנות,ק' 6.5 מותג,6.80
6/17/2015,נקטרינות,לבנות,ק' 7 מותג,7.60
6/17/2015,ענבים,,SBS,7.25
6/17/2015,ענבים,,SBS מותג,12.95
6/17/2015,שזיפים,אוגדן,צהוב,8.25
6/17/2015,שזיפים,בליק דיימו,.,10.75
6/17/2015,שזיפים,סוג 1200,.,9.40
6/17/2015,שקדים ירוק,,ארוז,7.00
6/17/2015,שקדים ירוק,,סוג א,4.55
6/17/2015,תפוחים,גרני סמיט,ק' 6.5 מותג,5.60
6/17/2015,תפוחים,גרני סמיט,ק' 7 מותג,6.75
6/17/2015,תפוחים,גרני סמיט,ק' 7.5 מותג,7.60
6/17/2015,תפוחים,זהוב דלישס,ק' 6.5 מותג,5.45
6/17/2015,תפוחים,זהוב דלישס,ק' 7 מותג,6.75
6/17/2015,תפוחים,זהוב דלישס,ק' 7.5 מותג,7.65
6/17/2015,תפוחים,סטרקינג דל,ק' 6.5 מותג,5.60
6/17/2015,תפוחים,סטרקינג דל,ק' 7 מותג,6.75
6/17/2015,תפוחים,סטרקינג דל,ק' 7.5 מותג,7.60
6/16/2015,אשכוליות,אדומות,סוג א,3.90
6/16/2015,לימונים,לימונים,סוג א,7.00
6/16/2015,תפוזים,ולנסיה,סוג א',5.20
6/16/2015,אבטיחים,סידלס,במיכלים,2.20
6/16/2015,בטטות,,מ- 250 גר סוג א,7.20
6/16/2015,במיה,,אורך:7-5 סוג א,15.00
6/16/2015,בצל,אדום,מקומי,1.95
6/16/2015,בצל,אורי,ק' 77-45 סוג א,1.30
6/16/2015,בצל,ירוק,ארוז סוג א,12.15
6/16/2015,בצל,ירוק,תפזורת סוג א,5.00
6/16/2015,ברוקולי,,ארוז,7.60
6/16/2015,גזר,,ארוז,2.95
6/16/2015,גזר,,תפזורת סוג א,2.30
6/16/2015,דלורית,,סוג א,2.95
6/16/2015,דלעת,,בין 25-10 ק"ג א,4.50
6/16/2015,חזרת,,ב- 30-10 ס' א,28.35
6/16/2015,חסה,עגולה,יח' 1 סוג א,2.85
6/16/2015,חסה,ערבית,יח' 1 סוג א,2.15
6/16/2015,חצילים,,חממה,2.20
6/16/2015,כרוב,אדום,1-0.5 ק"ג סוג א,3.05
6/16/2015,כרוב,לבן,1-0.8 ק"ג סוג א,1.95
6/16/2015,כרובית,,בין 1.2-1 ק"ג א,5.05
6/16/2015,לוף,,ב- 10-7 ס"מ א,2.75
6/16/2015,מלונים,,כתום אננס,1.60
6/16/2015,מלונים,גליה,מותג,2.00
6/16/2015,מלפפון,,.,2.25
6/16/2015,סלק,,ק' 85-60 סוג א,2.05
6/16/2015,עגבניות,חממה,.,2.80
6/16/2015,עגבניות,צ`רי,אשכולות,5.35
6/16/2015,עגבניות,צ`רי,תמר אשכולות,6.80
6/16/2015,פטריות,שמפניון,ק' 50 ממ' סוג א,22.35
6/16/2015,פלפל,אדום,חממה,5.70
6/16/2015,פלפל,חריף,ירוק,4.80
6/16/2015,פלפל,ירוק בהיר,.,5.75
6/16/2015,פלפל,ירוק כהה,ק' 70-60 סוג-א,4.10
6/16/2015,פלפל,צהוב,ק' 75-65 סוג א,5.85
6/16/2015,צנוניות,,ארוז,4.20
6/16/2015,קולורבי,,ב- 1-0.5 קג'  א,2.85
6/16/2015,קשואים,מקומי,סוג א,2.60
6/16/2015,שום,יבוא,סוג א,18.00
6/16/2015,שום,יבש,ק' 50-20 סוג א,12.45
6/16/2015,שומר,,סוג א,3.10
6/16/2015,שעועית,ירוקה,10-7 ס"מ סוג א,9.00
6/16/2015,תירס,,ארוז סוג א,4.75
6/16/2015,תירס,,תפזורת סוג א,2.65
6/16/2015,תפוח אדמה,דזירה,ארוז סוג א,2.95
6/16/2015,תפוח אדמה,דזירה,תפזורת סוג א,2.15
6/16/2015,תפוח אדמה,לבן,ארוז סוג א,2.45
6/16/2015,תפוח אדמה,לבן,תפזורת סוג א,1.65
6/16/2015,אבוקדו,,ריד,18.35
6/16/2015,אגסים,ספדונה,ק' 5.5 מותג,7.35
6/16/2015,אגסים,ספדונה,ק' 6 מותג,9.00
6/16/2015,אגסים,ספדונה,ק' 6.5 מותג,10.35
6/16/2015,אגסים,ספדונה,ק' 7 מותג,11.65
6/16/2015,אננס,,סוג א,24.85
6/16/2015,אפרסקים,,עודד ק' 6,6.25
6/16/2015,אפרסקים,,עודד ק' 6.5,7.50
6/16/2015,אפרסקים,,עודד ק' 7,8.95
6/16/2015,אפרסקים,סווילינג,ק' 6 סוג א,5.95
6/16/2015,אפרסקים,סווילינג,ק' 6.5 סוג א,7.25
6/16/2015,אפרסקים,סווילינג,ק' 7 סוג א,8.50
6/16/2015,בננות,,סוג א,7.85
6/16/2015,דובדבנים,אדומים,מותג,28.00
6/16/2015,דובדבנים,אדומים,סוג א,16.00
6/16/2015,דובדבנים,לבנים,מותג,28.00
6/16/2015,דובדבנים,לבנים,סוג א,15.00
6/16/2015,מנגו,טומי,סוג א,9.50
6/16/2015,מנגו,שלי,סוג א,15.00
6/16/2015,משמש,,זייגר,8.75
6/16/2015,משמש,,רעננה,7.00
6/16/2015,נקטרינות,אדומות,ק' 6 מותג,5.55
6/16/2015,נקטרינות,אדומות,ק' 6.5 מותג,6.40
6/16/2015,נקטרינות,אדומות,ק' 7 מותג,7.85
6/16/2015,נקטרינות,לבנות,ק' 6 מותג,6.10
6/16/2015,נקטרינות,לבנות,ק' 6.5 מותג,7.25
6/16/2015,נקטרינות,לבנות,ק' 7 מותג,8.60
6/16/2015,ענבים,,SBS,8.35
6/16/2015,ענבים,,SBS מותג,12.40
6/16/2015,שזיפים,אוגדן,צהוב,8.25
6/16/2015,שזיפים,בליק דיימו,.,10.30
6/16/2015,שזיפים,מטלי,סוג א,6.65
6/16/2015,שזיפים,סוג 1200,.,7.35
6/16/2015,שקדים ירוק,,ארוז,7.00
6/16/2015,שקדים ירוק,,סוג א,4.80
6/16/2015,תפוחים,גרני סמיט,ק' 6.5 מותג,5.15
6/16/2015,תפוחים,גרני סמיט,ק' 7 מותג,6.15
6/16/2015,תפוחים,גרני סמיט,ק' 7.5 מותג,7.25
6/16/2015,תפוחים,זהוב דלישס,ק' 6.5 מותג,5.25
6/16/2015,תפוחים,זהוב דלישס,ק' 7 מותג,6.60
6/16/2015,תפוחים,זהוב דלישס,ק' 7.5 מותג,7.60
6/16/2015,תפוחים,סטרקינג דל,ק' 6.5 מותג,5.15
6/16/2015,תפוחים,סטרקינג דל,ק' 7 מותג,6.15
6/16/2015,תפוחים,סטרקינג דל,ק' 7.5 מותג,7.25
6/15/2015,אשכוליות,אדומות,סוג א,3.95
6/15/2015,אשכוליות,לבנות,סוג א,3.65
6/15/2015,לימונים,לימונים,סוג א,6.85
6/15/2015,תפוזים,ולנסיה,סוג א',5.25
6/15/2015,אבטיחים,סידלס,במיכלים,2.20
6/15/2015,אבטיחים,סידלס,קרטונים,2.10
6/15/2015,בטטות,,מ- 250 גר סוג א,7.10
6/15/2015,בצל,אדום,מקומי,2.15
6/15/2015,בצל,אורי,ק' 77-45 סוג א,1.40
6/15/2015,בצל,ירוק,ארוז סוג א,14.70
6/15/2015,בצל,ירוק,תפזורת סוג א,6.15
6/15/2015,ברוקולי,,ארוז,7.10
6/15/2015,גזר,,ארוז,3.05
6/15/2015,גזר,,תפזורת סוג א,2.05
6/15/2015,דלורית,,סוג א,2.80
6/15/2015,דלעת,,בין 25-10 ק"ג א,5.20
6/15/2015,חזרת,,ב- 30-10 ס' א,27.75
6/15/2015,חסה,עגולה,יח' 1 סוג א,2.60
6/15/2015,חסה,ערבית,יח' 1 סוג א,2.00
6/15/2015,חצילים,,חממה,3.35
6/15/2015,כרוב,אדום,1-0.5 ק"ג סוג א,3.75
6/15/2015,כרוב,לבן,1-0.8 ק"ג סוג א,2.30
6/15/2015,כרובית,,בין 1.2-1 ק"ג א,5.10
6/15/2015,לוף,,ב- 10-7 ס"מ א,3.10
6/15/2015,מלונים,,כתום אננס,2.15
6/15/2015,מלונים,גליה,מותג,2.25
6/15/2015,מלפפון,,.,2.60
6/15/2015,סלק,,ק' 85-60 סוג א,2.25
6/15/2015,עגבניות,חממה,.,3.55
6/15/2015,עגבניות,צ`רי,אשכולות,5.05
6/15/2015,עגבניות,צ`רי,תמר אשכולות,6.00
6/15/2015,פטריות,שמפניון,ק' 50 ממ' סוג א,21.40
6/15/2015,פלפל,אדום,חממה,7.00
6/15/2015,פלפל,חריף,ירוק,5.05
6/15/2015,פלפל,ירוק בהיר,.,8.10
6/15/2015,פלפל,ירוק כהה,ק' 70-60 סוג-א,5.05
6/15/2015,פלפל,צהוב,ק' 75-65 סוג א,7.70
6/15/2015,צנוניות,,ארוז,3.80
6/15/2015,קולורבי,,ב- 1-0.5 קג'  א,3.70
6/15/2015,קשואים,מקומי,סוג א,3.30
6/15/2015,שום,יבוא,סוג א,17.90
6/15/2015,שום,יבש,ק' 50-20 סוג א,13.60
6/15/2015,שומר,,סוג א,4.00
6/15/2015,שעועית,ירוקה,10-7 ס"מ סוג א,8.00
6/15/2015,תירס,,ארוז סוג א,5.15
6/15/2015,תירס,,תפזורת סוג א,2.50
6/15/2015,תפוח אדמה,דזירה,ארוז סוג א,3.10
6/15/2015,תפוח אדמה,דזירה,תפזורת סוג א,2.20
6/15/2015,תפוח אדמה,לבן,ארוז סוג א,2.50
6/15/2015,תפוח אדמה,לבן,תפזורת סוג א,1.80
6/15/2015,אבוקדו,,ריד,18.00
6/15/2015,אבוקדו,ארדיט,ירוק,15.00
6/15/2015,אבוקדו,האס,סוג א' מחוספס,17.35
6/15/2015,אגסים,ספדונה,ק' 5.5 מותג,7.10
6/15/2015,אגסים,ספדונה,ק' 6 מותג,9.10
6/15/2015,אגסים,ספדונה,ק' 6.5 מותג,11.00
6/15/2015,אגסים,ספדונה,ק' 7 מותג,12.00
6/15/2015,אננס,,סוג א,24.45
6/15/2015,אפרסקים,,עודד ק' 6,6.15
6/15/2015,אפרסקים,,עודד ק' 6.5,7.80
6/15/2015,אפרסקים,,עודד ק' 7,9.45
6/15/2015,אפרסקים,סווילינג,ק' 6 סוג א,6.15
6/15/2015,אפרסקים,סווילינג,ק' 6.5 סוג א,7.65
6/15/2015,אפרסקים,סווילינג,ק' 7 סוג א,9.35
6/15/2015,בננות,,סוג א,7.75
6/15/2015,דובדבנים,אדומים,מותג,27.25
6/15/2015,דובדבנים,לבנים,מותג,27.25
6/15/2015,מנגו,טומי,סוג א,13.50
6/15/2015,משמש,,זייגר,8.40
6/15/2015,משמש,,רעננה,8.05
6/15/2015,נקטרינות,אדומות,ק' 6 מותג,5.65
6/15/2015,נקטרינות,אדומות,ק' 6.5 מותג,6.20
6/15/2015,נקטרינות,אדומות,ק' 7 מותג,7.40
6/15/2015,נקטרינות,לבנות,ק' 6 מותג,5.65
6/15/2015,נקטרינות,לבנות,ק' 6.5 מותג,6.40
6/15/2015,נקטרינות,לבנות,ק' 7 מותג,7.65
6/15/2015,ענבים,,SBS,8.05
6/15/2015,ענבים,,SBS מותג,12.35
6/15/2015,שזיפים,אוגדן,צהוב,10.25
6/15/2015,שזיפים,בליק דיימו,.,10.65
6/15/2015,שזיפים,מטלי,סוג א,6.35
6/15/2015,שזיפים,סוג 1200,.,8.45
6/15/2015,שקדים ירוק,,סוג א,4.25
6/15/2015,תפוחים,גרני סמיט,ק' 6.5 מותג,5.45
6/15/2015,תפוחים,גרני סמיט,ק' 7 מותג,6.45
6/15/2015,תפוחים,גרני סמיט,ק' 7.5 מותג,7.60
6/15/2015,תפוחים,זהוב דלישס,ק' 6.5 מותג,5.00
6/15/2015,תפוחים,זהוב דלישס,ק' 7 מותג,6.45
6/15/2015,תפוחים,זהוב דלישס,ק' 7.5 מותג,7.60
6/15/2015,תפוחים,סטרקינג דל,ק' 6.5 מותג,5.45
6/15/2015,תפוחים,סטרקינג דל,ק' 7 מותג,6.45
6/15/2015,תפוחים,סטרקינג דל,ק' 7.5 מותג,7.60
6/14/2015,אשכוליות,אדומות,סוג א,3.85
6/14/2015,אשכוליות,לבנות,סוג א,4.00
6/14/2015,לימונים,לימונים,סוג א,6.80
6/14/2015,תפוזים,ולנסיה,סוג א',5.20
6/14/2015,אבטיחים,סידלס,במיכלים,2.45
6/14/2015,בטטות,,מ- 250 גר סוג א,7.30
6/14/2015,במיה,,אורך:7-5 סוג א,15.00
6/14/2015,בצל,אדום,מקומי,2.05
6/14/2015,בצל,אורי,ק' 77-45 סוג א,1.30
6/14/2015,בצל,ירוק,ארוז סוג א,12.90
6/14/2015,בצל,ירוק,תפזורת סוג א,2.90
6/14/2015,ברוקולי,,ארוז,7.50
6/14/2015,גזר,,ארוז,2.95
6/14/2015,גזר,,תפזורת סוג א,2.50
6/14/2015,דלורית,,סוג א,2.70
6/14/2015,דלעת,,בין 25-10 ק"ג א,4.30
6/14/2015,חזרת,,ב- 30-10 ס' א,27.50
6/14/2015,חסה,עגולה,יח' 1 סוג א,2.60
6/14/2015,חסה,ערבית,יח' 1 סוג א,2.00
6/14/2015,חצילים,,חממה,3.05
6/14/2015,כרוב,אדום,1-0.5 ק"ג סוג א,3.05
6/14/2015,כרוב,לבן,1-0.8 ק"ג סוג א,2.15
6/14/2015,כרובית,,בין 1.2-1 ק"ג א,4.85
6/14/2015,לוף,,ב- 10-7 ס"מ א,2.85
6/14/2015,מלונים,,כתום אננס,2.20
6/14/2015,מלונים,גליה,מותג,2.35
6/14/2015,מלפפון,,.,2.35
6/14/2015,סלק,,ק' 85-60 סוג א,2.45
6/14/2015,עגבניות,חממה,.,3.50
6/14/2015,עגבניות,צ`רי,אשכולות,4.60
6/14/2015,עגבניות,צ`רי,תמר אשכולות,5.70
6/14/2015,פטריות,שמפניון,ק' 50 ממ' סוג א,21.15
6/14/2015,פלפל,אדום,חממה,6.60
6/14/2015,פלפל,חריף,ירוק,4.80
6/14/2015,פלפל,ירוק בהיר,.,7.20
6/14/2015,פלפל,ירוק כהה,ק' 70-60 סוג-א,4.90
6/14/2015,פלפל,צהוב,ק' 75-65 סוג א,7.00
6/14/2015,צנוניות,,ארוז,3.60
6/14/2015,קולורבי,,ב- 1-0.5 קג'  א,3.20
6/14/2015,קשואים,מקומי,סוג א,3.10
6/14/2015,שום,יבוא,סוג א,17.75
6/14/2015,שום,יבש,ק' 50-20 סוג א,15.00
6/14/2015,שומר,,סוג א,3.40
6/14/2015,שעועית,ירוקה,10-7 ס"מ סוג א,8.30
6/14/2015,תירס,,ארוז סוג א,4.65
6/14/2015,תירס,,תפזורת סוג א,2.25
6/14/2015,תפוח אדמה,דזירה,ארוז סוג א,2.90
6/14/2015,תפוח אדמה,דזירה,תפזורת סוג א,2.30
6/14/2015,תפוח אדמה,לבן,ארוז סוג א,2.45
6/14/2015,תפוח אדמה,לבן,תפזורת סוג א,1.75
6/14/2015,אבוקדו,,ריד,17.65
6/14/2015,אבוקדו,האס,סוג א' מחוספס,16.00
6/14/2015,אגסים,ספדונה,ק' 5.5 מותג,7.35
6/14/2015,אגסים,ספדונה,ק' 6 מותג,9.00
6/14/2015,אגסים,ספדונה,ק' 6.5 מותג,10.65
6/14/2015,אגסים,ספדונה,ק' 7 מותג,11.65
6/14/2015,אננס,,סוג א,24.40
6/14/2015,אפרסקים,,עודד ק' 6,5.90
6/14/2015,אפרסקים,,עודד ק' 6.5,7.20
6/14/2015,אפרסקים,,עודד ק' 7,8.85
6/14/2015,אפרסקים,סווילינג,ק' 6 סוג א,6.10
6/14/2015,אפרסקים,סווילינג,ק' 6.5 סוג א,7.40
6/14/2015,אפרסקים,סווילינג,ק' 7 סוג א,9.15
6/14/2015,בננות,,סוג א,8.10
6/14/2015,דובדבנים,אדומים,מותג,19.90
6/14/2015,דובדבנים,לבנים,מותג,19.65
6/14/2015,מנגו,טומי,סוג א,15.45
6/14/2015,משמש,,זייגר,8.45
6/14/2015,משמש,,רעננה,7.05
6/14/2015,נקטרינות,אדומות,ק' 6 מותג,5.10
6/14/2015,נקטרינות,אדומות,ק' 6.5 מותג,6.00
6/14/2015,נקטרינות,אדומות,ק' 7 מותג,6.85
6/14/2015,נקטרינות,לבנות,ק' 6 מותג,5.30
6/14/2015,נקטרינות,לבנות,ק' 6.5 מותג,6.10
6/14/2015,נקטרינות,לבנות,ק' 7 מותג,7.25
6/14/2015,ענבים,,SBS,8.75
6/14/2015,ענבים,,SBS מותג,12.75
6/14/2015,שזיפים,אוגדן,צהוב,9.10
6/14/2015,שזיפים,בליק דיימו,.,11.20
6/14/2015,שזיפים,מטלי,סוג א,5.90
6/14/2015,שזיפים,סוג 1200,.,9.00
6/14/2015,שקדים ירוק,,סוג א,4.70
6/14/2015,תפוחים,גרני סמיט,ק' 6.5 מותג,5.30
6/14/2015,תפוחים,גרני סמיט,ק' 7 מותג,6.30
6/14/2015,תפוחים,גרני סמיט,ק' 7.5 מותג,7.30
6/14/2015,תפוחים,זהוב דלישס,ק' 6.5 מותג,5.15
6/14/2015,תפוחים,זהוב דלישס,ק' 7 מותג,6.25
6/14/2015,תפוחים,זהוב דלישס,ק' 7.5 מותג,7.35
6/14/2015,תפוחים,סטרקינג דל,ק' 6.5 מותג,5.15
6/14/2015,תפוחים,סטרקינג דל,ק' 7 מותג,6.15
6/14/2015,תפוחים,סטרקינג דל,ק' 7.5 מותג,7.30
6/11/2015,אשכוליות,אדומות,סוג א,4.00
6/11/2015,אשכוליות,לבנות,סוג א,4.00
6/11/2015,לימונים,לימונים,סוג א,6.80
6/11/2015,תפוזים,ולנסיה,סוג א',5.10
6/11/2015,אבטיחים,סידלס,במיכלים,2.25
6/11/2015,בטטות,,מ- 250 גר סוג א,7.00
6/11/2015,בצל,אדום,מקומי,2.10
6/11/2015,בצל,אורי,ק' 77-45 סוג א,1.35
6/11/2015,בצל,ירוק,ארוז סוג א,12.00
6/11/2015,בצל,ירוק,תפזורת סוג א,6.00
6/11/2015,ברוקולי,,ארוז,8.00
6/11/2015,גזר,,ארוז,2.95
6/11/2015,גזר,,תפזורת סוג א,2.25
6/11/2015,דלורית,,סוג א,3.20
6/11/2015,דלעת,,בין 25-10 ק"ג א,4.75
6/11/2015,חזרת,,ב- 30-10 ס' א,27.50
6/11/2015,חסה,עגולה,יח' 1 סוג א,2.60
6/11/2015,חסה,ערבית,יח' 1 סוג א,2.00
6/11/2015,חצילים,,חממה,3.70
6/11/2015,כרוב,אדום,1-0.5 ק"ג סוג א,2.40
