date,englishName,jewishNames,minPrice,maxPrice
17/11/2014,Yellow pepper ecxellent quality,פלפל צהוב איכות מעולה,5.50,6.00
17/11/2014,Hot pepper,פלפל חריף,3.00,
17/11/2014, Eggplant,חצילים,2.30,
17/11/2014,Greenhouse Eggplant,חצילים חממה,3.30,
17/11/2014,Greenhouse cucumbers,מלפפונים חממה,5.50,
17/11/2014,White cabbage,כרוב לבן,2.00,
17/11/2014,Red cabbage,כרוב אדום,3.00,
17/11/2014,Fennel,שומר,3.80,
17/11/2014,Cauliflower,כרובית,4.40,4.80
17/11/2014,courgette excellent quality,קישואים איכות מעולה,7.00,
17/11/2014,Lettuce 8 units,חסה 8 יחידות,22.00,24.00
17/11/2014,Galia Mellon Great quality,מילון גליה מעולה,5.00,5.50
17/11/2014,Orange Mellon,מילון כתום,5.50,6.00
17/11/2014,Radish,צנון איכות מעולה,3.50,
17/11/2014,Small Radish packaging,צנונית באריזה,5.00,
17/11/2014,Beets Great quality,סלק איכות מעולה,3.00,
17/11/2014,Pumpkin,דלעת,2.80,
17/11/2014,Butternut,דלורית,3.40,
17/11/2014,Sweet potato graet qulity,בטטות איכות מעולה,6.00,
17/11/2014,Broccoli retail packaging,ברוקולי באריזה קמעונאית,12.00,
17/11/2014,Kohlrabi,קולורבי איכות מעולה,4.60,
17/11/2014,Green beans,שעועית ירוקה,11.00,
17/11/2014,Arum,לוף,8.00,9.00
17/11/2014,Green onion,בצל ירוק,5.00,
17/11/2014,Corn retail packaging,תירס באריזה קמעונאית,5.20,6.00
16/11/2014,Greenhouse tomatoes,עגבניות חממה,4.80,5.20
16/11/2014,Cluster tomatoes,עגבניות באשכולות,5.40,5.70
16/11/2014,Cherry tomatoes in clusters,עגבניות שרי באשכולות,6.00,
16/11/2014,Potato sacks,תפוא"ד שקים,2.30,2.50
16/11/2014,Retail packaging potato,תפוא"ד באריזה קמעונאית,2.60,2.80
16/11/2014,Retail packaging white potato Excellent quality ,תפוא"ד באריזה קמעונאית לבן איכות מעולה,3.30,3.50
16/11/2014,Red potato sacks,תפוא"ד אדום בשקים,2.40,2.60
16/11/2014,Retail packaging red potato,תפוא"ד אדום באריזה קמעונאית,2.70,2.90
16/11/2014,Retail packaging red potato excellent quality,תפוא"ד אדום באריזה קמעונאית איכות מעולה,3.60,3.80
16/11/2014,Carrot sacks,גזר בשקים,2.80,3.00
16/11/2014,Retail packaging carrot,גזר באריזה קמעונאית,3.30,3.50
16/11/2014,Riverside Onion,בצל ריברסייד,2.00,
16/11/2014,Red onion,בצל אדום,2.80,
16/11/2014,Elongated green pepper,פלפל ירוק מאורך-,3.40,
16/11/2014,Bluky green pepper,פלפל ירוק מזני בלוקי,4.00,
16/11/2014,Bright pepper,פלפל בהיר,4.00,
16/11/2014,Red pepper ecxellent quality,פלפל אדום איכות מעולה,5.60,6.00
16/11/2014,Orange pepper,פלפל כתום,6.50,7.00
16/11/2014,Yellow pepper ecxellent quality,פלפל צהוב איכות מעולה,5.50,6.00
16/11/2014,Hot pepper,פלפל חריף,2.50,
16/11/2014, Eggplant,חצילים,2.00,
16/11/2014,Greenhouse Eggplant,חצילים חממה,3.00,
16/11/2014,Greenhouse cucumbers,מלפפונים חממה,5.50,
16/11/2014,White cabbage,כרוב לבן,1.80,
16/11/2014,Red cabbage,כרוב אדום,3.00,
16/11/2014,Fennel,שומר,3.20,
16/11/2014,Cauliflower,כרובית,4.20,4.60
16/11/2014,courgette excellent quality,קישואים איכות מעולה,6.80,
16/11/2014,Lettuce 8 units,חסה 8 יחידות,22.00,24.00
16/11/2014,Galia Mellon Great quality,מילון גליה מעולה,5.00,5.50
16/11/2014,Orange Mellon,מילון כתום,5.50,6.00
16/11/2014,Radish,צנון איכות מעולה,3.20,
16/11/2014,Small Radish packaging,צנונית באריזה,5.50,
16/11/2014,Beets Great quality,סלק איכות מעולה,2.60,
16/11/2014,Pumpkin,דלעת,2.60,
16/11/2014,Butternut,דלורית,3.40,
16/11/2014,Sweet potato graet qulity,בטטות איכות מעולה,6.00,
16/11/2014,Broccoli retail packaging,ברוקולי באריזה קמעונאית,12.00,
16/11/2014,Kohlrabi,קולורבי איכות מעולה,4.20,
16/11/2014,Green beans,שעועית ירוקה,10.00,
16/11/2014,Arum,לוף,9.00,10.00
16/11/2014,Green onion,בצל ירוק,5.00,
16/11/2014,Corn retail packaging,תירס באריזה קמעונאית,5.20,6.00
13/11/2014,Greenhouse tomatoes,עגבניות חממה,4.60,4.80
13/11/2014,Cluster tomatoes,עגבניות באשכולות,5.20,5.50
13/11/2014,Cherry tomatoes in clusters,עגבניות שרי באשכולות,6.00,
13/11/2014,Potato sacks,תפוא"ד שקים,2.30,2.50
13/11/2014,Retail packaging potato,תפוא"ד באריזה קמעונאית,2.60,2.80
13/11/2014,Retail packaging white potato Excellent quality ,תפוא"ד באריזה קמעונאית לבן איכות מעולה,3.30,3.50
13/11/2014,Red potato sacks,תפוא"ד אדום בשקים,2.40,2.60
13/11/2014,Retail packaging red potato,תפוא"ד אדום באריזה קמעונאית,2.70,2.90
13/11/2014,Retail packaging red potato excellent quality,תפוא"ד אדום באריזה קמעונאית איכות מעולה,3.60,3.80
13/11/2014,Carrot sacks,גזר בשקים,2.80,3.00
13/11/2014,Retail packaging carrot,גזר באריזה קמעונאית,3.30,3.50
13/11/2014,Riverside Onion,בצל ריברסייד,2.00,
13/11/2014,Red onion,בצל אדום,2.80,
13/11/2014,Elongated green pepper,פלפל ירוק מאורך-,3.50,
13/11/2014,Bluky green pepper,פלפל ירוק מזני בלוקי,4.00,
13/11/2014,Bright pepper,פלפל בהיר,4.00,
13/11/2014,Red pepper ecxellent quality,פלפל אדום איכות מעולה,6.00,6.40
13/11/2014,Orange pepper,פלפל כתום,6.50,7.00
13/11/2014,Yellow pepper ecxellent quality,פלפל צהוב איכות מעולה,6.00,6.50
13/11/2014,Hot pepper,פלפל חריף,2.00,
13/11/2014, Eggplant,חצילים,2.30,
13/11/2014,Greenhouse Eggplant,חצילים חממה,3.20,
13/11/2014,Greenhouse cucumbers,מלפפונים חממה,5.70,
13/11/2014,White cabbage,כרוב לבן,1.90,
13/11/2014,Red cabbage,כרוב אדום,3.00,
13/11/2014,Fennel,שומר,2.80,
13/11/2014,Cauliflower,כרובית,4.60,5.00
13/11/2014,courgette excellent quality,קישואים איכות מעולה,7.40,
13/11/2014,Lettuce 8 units,חסה 8 יחידות,20.00,22.00
13/11/2014,Galia Mellon Great quality,מילון גליה מעולה,5.00,5.50
13/11/2014,Orange Mellon,מילון כתום,5.50,6.00
13/11/2014,Radish,צנון איכות מעולה,3.20,
13/11/2014,Small Radish packaging,צנונית באריזה,6.00,
13/11/2014,Beets Great quality,סלק איכות מעולה,2.80,
13/11/2014,Pumpkin,דלעת,2.80,
13/11/2014,Butternut,דלורית,3.40,
13/11/2014,Sweet potato graet qulity,בטטות איכות מעולה,6.00,
13/11/2014,Broccoli retail packaging,ברוקולי באריזה קמעונאית,12.00,
13/11/2014,Kohlrabi,קולורבי איכות מעולה,4.00,
13/11/2014,Green beans,שעועית ירוקה,10.00,
13/11/2014,Arum,לוף,9.00,10.00
13/11/2014,Green onion,בצל ירוק,5.00,
13/11/2014,Corn retail packaging,תירס באריזה קמעונאית,5.20,6.00
12/11/2014,Greenhouse tomatoes,עגבניות חממה,4.60,4.80
12/11/2014,Cluster tomatoes,עגבניות באשכולות,5.00,5.40
12/11/2014,Cherry tomatoes in clusters,עגבניות שרי באשכולות,6.00,
12/11/2014,Potato sacks,תפוא"ד שקים,2.50,2.70
12/11/2014,Retail packaging potato,תפוא"ד באריזה קמעונאית,2.80,3.00
12/11/2014,Retail packaging white potato Excellent quality ,תפוא"ד באריזה קמעונאית לבן איכות מעולה,3.30,3.50
12/11/2014,Red potato sacks,תפוא"ד אדום בשקים,2.80,3.00
12/11/2014,Retail packaging red potato,תפוא"ד אדום באריזה קמעונאית,3.10,3.30
12/11/2014,Retail packaging red potato excellent quality,תפוא"ד אדום באריזה קמעונאית איכות מעולה,3.60,3.80
12/11/2014,Carrot sacks,גזר בשקים,2.80,3.00
12/11/2014,Retail packaging carrot,גזר באריזה קמעונאית,3.30,3.50
12/11/2014,Riverside Onion,בצל ריברסייד,2.10,
12/11/2014,Red onion,בצל אדום,2.80,
12/11/2014,Elongated green pepper,פלפל ירוק מאורך-,3.00,
12/11/2014,Bluky green pepper,פלפל ירוק מזני בלוקי,3.50,
12/11/2014,Bright pepper,פלפל בהיר,4.00,
12/11/2014,Red pepper ecxellent quality,פלפל אדום איכות מעולה,6.00,6.40
12/11/2014,Orange pepper,פלפל כתום,6.50,7.00
12/11/2014,Yellow pepper ecxellent quality,פלפל צהוב איכות מעולה,6.00,6.50
12/11/2014,Hot pepper,פלפל חריף,2.00,
12/11/2014, Eggplant,חצילים,2.50,
12/11/2014,Greenhouse Eggplant,חצילים חממה,3.50,
12/11/2014,Greenhouse cucumbers,מלפפונים חממה,5.70,
12/11/2014,White cabbage,כרוב לבן,1.90,
12/11/2014,Red cabbage,כרוב אדום,3.00,
12/11/2014,Fennel,שומר,2.80,
12/11/2014,Cauliflower,כרובית,4.40,4.80
12/11/2014,courgette excellent quality,קישואים איכות מעולה,7.80,
12/11/2014,Lettuce 8 units,חסה 8 יחידות,20.00,22.00
12/11/2014,Galia Mellon Great quality,מילון גליה מעולה,5.00,5.50
12/11/2014,Orange Mellon,מילון כתום,5.50,6.00
12/11/2014,Radish,צנון איכות מעולה,3.50,
12/11/2014,Small Radish packaging,צנונית באריזה,6.00,
12/11/2014,Beets Great quality,סלק איכות מעולה,2.80,
12/11/2014,Pumpkin,דלעת,2.80,
12/11/2014,Butternut,דלורית,3.20,
12/11/2014,Sweet potato graet qulity,בטטות איכות מעולה,6.00,
12/11/2014,Broccoli retail packaging,ברוקולי באריזה קמעונאית,13.00,
12/11/2014,Kohlrabi,קולורבי איכות מעולה,4.00,
12/11/2014,Green beans,שעועית ירוקה,11.00,
12/11/2014,Arum,לוף,10.00,
12/11/2014,Green onion,בצל ירוק,5.00,
12/11/2014,Corn retail packaging,תירס באריזה קמעונאית,5.20,6.00
11/11/2014,Greenhouse tomatoes,עגבניות חממה,4.60,4.80
11/11/2014,Cluster tomatoes,עגבניות באשכולות,5.00,5.40
11/11/2014,Cherry tomatoes in clusters,עגבניות שרי באשכולות,6.00,
11/11/2014,Potato sacks,תפוא"ד שקים,2.50,2.70
11/11/2014,Retail packaging potato,תפוא"ד באריזה קמעונאית,2.80,3.00
11/11/2014,Retail packaging white potato Excellent quality ,תפוא"ד באריזה קמעונאית לבן איכות מעולה,3.30,3.50
11/11/2014,Red potato sacks,תפוא"ד אדום בשקים,2.80,3.00
11/11/2014,Retail packaging red potato,תפוא"ד אדום באריזה קמעונאית,3.10,3.30
11/11/2014,Retail packaging red potato excellent quality,תפוא"ד אדום באריזה קמעונאית איכות מעולה,3.60,3.80
11/11/2014,Carrot sacks,גזר בשקים,2.80,3.00
11/11/2014,Retail packaging carrot,גזר באריזה קמעונאית,3.30,3.50
11/11/2014,Riverside Onion,בצל ריברסייד,2.10,
11/11/2014,Red onion,בצל אדום,2.80,
11/11/2014,Elongated green pepper,פלפל ירוק מאורך-,3.00,
11/11/2014,Bluky green pepper,פלפל ירוק מזני בלוקי,3.50,
11/11/2014,Bright pepper,פלפל בהיר,4.00,
11/11/2014,Red pepper ecxellent quality,פלפל אדום איכות מעולה,6.00,6.40
11/11/2014,Orange pepper,פלפל כתום,6.50,7.00
11/11/2014,Yellow pepper ecxellent quality,פלפל צהוב איכות מעולה,6.00,6.50
11/11/2014,Hot pepper,פלפל חריף,2.30,
11/11/2014, Eggplant,חצילים,2.80,
11/11/2014,Greenhouse Eggplant,חצילים חממה,3.80,
11/11/2014,Greenhouse cucumbers,מלפפונים חממה,5.00,
11/11/2014,White cabbage,כרוב לבן,2.10,
11/11/2014,Red cabbage,כרוב אדום,3.20,
11/11/2014,Fennel,שומר,3.20,
11/11/2014,Cauliflower,כרובית,4.00,4.50
11/11/2014,courgette excellent quality,קישואים איכות מעולה,7.00,
11/11/2014,Lettuce 8 units,חסה 8 יחידות,18.00,20.00
11/11/2014,Galia Mellon Great quality,מילון גליה מעולה,4.60,5.00
11/11/2014,Orange Mellon,מילון כתום,5.20,5.50
11/11/2014,Radish,צנון איכות מעולה,4.00,
11/11/2014,Small Radish packaging,צנונית באריזה,6.00,
11/11/2014,Beets Great quality,סלק איכות מעולה,2.80,
11/11/2014,Pumpkin,דלעת,2.80,
11/11/2014,Butternut,דלורית,3.20,
11/11/2014,Sweet potato graet qulity,בטטות איכות מעולה,6.00,
11/11/2014,Broccoli retail packaging,ברוקולי באריזה קמעונאית,13.00,
11/11/2014,Kohlrabi,קולורבי איכות מעולה,4.00,
11/11/2014,Green beans,שעועית ירוקה,11.00,
11/11/2014,Arum,לוף,10.00,
11/11/2014,Green onion,בצל ירוק,5.00,
11/11/2014,Corn retail packaging,תירס באריזה קמעונאית,5.20,6.00
10/11/2014,Greenhouse tomatoes,עגבניות חממה,4.60,4.80
10/11/2014,Cluster tomatoes,עגבניות באשכולות,5.40,5.80
10/11/2014,Cherry tomatoes in clusters,עגבניות שרי באשכולות,6.00,
10/11/2014,Potato sacks,תפוא"ד שקים,2.50,2.70
10/11/2014,Retail packaging potato,תפוא"ד באריזה קמעונאית,2.80,3.00
10/11/2014,Retail packaging white potato Excellent quality ,תפוא"ד באריזה קמעונאית לבן איכות מעולה,3.30,3.50
10/11/2014,Red potato sacks,תפוא"ד אדום בשקים,2.80,3.00
10/11/2014,Retail packaging red potato,תפוא"ד אדום באריזה קמעונאית,3.10,3.30
10/11/2014,Retail packaging red potato excellent quality,תפוא"ד אדום באריזה קמעונאית איכות מעולה,3.60,3.80
10/11/2014,Carrot sacks,גזר בשקים,2.80,3.00
10/11/2014,Retail packaging carrot,גזר באריזה קמעונאית,3.30,3.50
10/11/2014,Riverside Onion,בצל ריברסייד,2.10,
10/11/2014,Red onion,בצל אדום,2.80,
10/11/2014,Elongated green pepper,פלפל ירוק מאורך-,3.00,
10/11/2014,Bluky green pepper,פלפל ירוק מזני בלוקי,3.50,
10/11/2014,Bright pepper,פלפל בהיר,4.00,
10/11/2014,Red pepper ecxellent quality,פלפל אדום איכות מעולה,6.20,6.60
10/11/2014,Orange pepper,פלפל כתום,7.00,7.50
10/11/2014,Yellow pepper ecxellent quality,פלפל צהוב איכות מעולה,6.50,7.00
10/11/2014,Hot pepper,פלפל חריף,2.50,
10/11/2014, Eggplant,חצילים,2.80,
10/11/2014,Greenhouse Eggplant,חצילים חממה,4.00,
10/11/2014,Greenhouse cucumbers,מלפפונים חממה,3.70,
10/11/2014,White cabbage,כרוב לבן,2.10,
10/11/2014,Red cabbage,כרוב אדום,3.20,
10/11/2014,Fennel,שומר,4.00,
10/11/2014,Cauliflower,כרובית,3.50,4.00
10/11/2014,courgette excellent quality,קישואים איכות מעולה,6.00,
10/11/2014,Lettuce 8 units,חסה 8 יחידות,20.00,22.00
10/11/2014,Galia Mellon Great quality,מילון גליה מעולה,4.60,5.00
10/11/2014,Orange Mellon,מילון כתום,5.20,5.50
10/11/2014,Radish,צנון איכות מעולה,4.00,
10/11/2014,Small Radish packaging,צנונית באריזה,6.00,
10/11/2014,Beets Great quality,סלק איכות מעולה,2.80,
10/11/2014,Pumpkin,דלעת,2.80,
10/11/2014,Butternut,דלורית,3.00,
10/11/2014,Sweet potato graet qulity,בטטות איכות מעולה,6.00,
10/11/2014,Broccoli retail packaging,ברוקולי באריזה קמעונאית,12.00,
10/11/2014,Kohlrabi,קולורבי איכות מעולה,4.40,
10/11/2014,Green beans,שעועית ירוקה,11.00,
10/11/2014,Arum,לוף,10.00,
10/11/2014,Green onion,בצל ירוק,5.00,
10/11/2014,Corn retail packaging,תירס באריזה קמעונאית,5.20,6.00
09/11/2014,Greenhouse tomatoes,עגבניות חממה,4.40,4.80
09/11/2014,Cluster tomatoes,עגבניות באשכולות,5.40,5.80
09/11/2014,Cherry tomatoes in clusters,עגבניות שרי באשכולות,6.60,
09/11/2014,Potato sacks,תפוא"ד שקים,2.50,2.70
09/11/2014,Retail packaging potato,תפוא"ד באריזה קמעונאית,2.80,3.00
09/11/2014,Retail packaging white potato Excellent quality ,תפוא"ד באריזה קמעונאית לבן איכות מעולה,3.30,3.50
09/11/2014,Red potato sacks,תפוא"ד אדום בשקים,2.80,3.00
09/11/2014,Retail packaging red potato,תפוא"ד אדום באריזה קמעונאית,3.10,3.30
09/11/2014,Retail packaging red potato excellent quality,תפוא"ד אדום באריזה קמעונאית איכות מעולה,3.60,3.80
09/11/2014,Carrot sacks,גזר בשקים,2.80,3.00
09/11/2014,Retail packaging carrot,גזר באריזה קמעונאית,3.30,3.50
09/11/2014,Riverside Onion,בצל ריברסייד,2.10,
09/11/2014,Red onion,בצל אדום,2.80,
09/11/2014,Elongated green pepper,פלפל ירוק מאורך-,3.00,
09/11/2014,Bluky green pepper,פלפל ירוק מזני בלוקי,3.50,
09/11/2014,Bright pepper,פלפל בהיר,4.00,
09/11/2014,Red pepper ecxellent quality,פלפל אדום איכות מעולה,6.60,7.00
09/11/2014,Orange pepper,פלפל כתום,7.00,7.50
09/11/2014,Yellow pepper ecxellent quality,פלפל צהוב איכות מעולה,7.00,7.50
09/11/2014,Hot pepper,פלפל חריף,2.50,
09/11/2014, Eggplant,חצילים,2.80,
09/11/2014,Greenhouse Eggplant,חצילים חממה,4.00,
09/11/2014,Greenhouse cucumbers,מלפפונים חממה,3.20,
09/11/2014,White cabbage,כרוב לבן,2.10,
09/11/2014,Red cabbage,כרוב אדום,3.20,
09/11/2014,Fennel,שומר,5.20,
09/11/2014,Cauliflower,כרובית,3.20,3.40
09/11/2014,courgette excellent quality,קישואים איכות מעולה,5.60,
09/11/2014,Lettuce 8 units,חסה 8 יחידות,20.00,22.00
09/11/2014,Galia Mellon Great quality,מילון גליה מעולה,4.40,4.80
09/11/2014,Orange Mellon,מילון כתום,5.00,5.50
09/11/2014,Radish,צנון איכות מעולה,4.00,
09/11/2014,Small Radish packaging,צנונית באריזה,6.00,
09/11/2014,Beets Great quality,סלק איכות מעולה,2.80,
09/11/2014,Pumpkin,דלעת,2.80,
09/11/2014,Butternut,דלורית,2.80,
09/11/2014,Sweet potato graet qulity,בטטות איכות מעולה,6.00,
09/11/2014,Broccoli retail packaging,ברוקולי באריזה קמעונאית,10.00,
09/11/2014,Kohlrabi,קולורבי איכות מעולה,5.00,
09/11/2014,Green beans,שעועית ירוקה,12.00,
09/11/2014,Arum,לוף,10.00,
09/11/2014,Green onion,בצל ירוק,5.50,
09/11/2014,Corn retail packaging,תירס באריזה קמעונאית,5.20,6.00
06/11/2014,Greenhouse tomatoes,עגבניות חממה,6.00,6.40
06/11/2014,Cluster tomatoes,עגבניות באשכולות,6.80,7.20
06/11/2014,Cherry tomatoes in clusters,עגבניות שרי באשכולות,7.00,
06/11/2014,Potato sacks,תפוא"ד שקים,2.50,2.70
06/11/2014,Retail packaging potato,תפוא"ד באריזה קמעונאית,2.80,3.00
06/11/2014,Retail packaging white potato Excellent quality ,תפוא"ד באריזה קמעונאית לבן איכות מעולה,3.30,3.50
06/11/2014,Red potato sacks,תפוא"ד אדום בשקים,2.80,3.00
06/11/2014,Retail packaging red potato,תפוא"ד אדום באריזה קמעונאית,3.10,3.30
06/11/2014,Retail packaging red potato excellent quality,תפוא"ד אדום באריזה קמעונאית איכות מעולה,3.60,3.80
06/11/2014,Carrot sacks,גזר בשקים,3.30,3.50
06/11/2014,Retail packaging carrot,גזר באריזה קמעונאית,3.50,3.70
06/11/2014,Riverside Onion,בצל ריברסייד,2.10,
06/11/2014,Red onion,בצל אדום,2.80,
06/11/2014,Elongated green pepper,פלפל ירוק מאורך-,4.00,
06/11/2014,Bluky green pepper,פלפל ירוק מזני בלוקי,4.50,
06/11/2014,Bright pepper,פלפל בהיר,4.00,
06/11/2014,Red pepper ecxellent quality,פלפל אדום איכות מעולה,7.00,7.40
06/11/2014,Orange pepper,פלפל כתום,8.00,8.50
06/11/2014,Yellow pepper ecxellent quality,פלפל צהוב איכות מעולה,8.00,8.50
06/11/2014,Hot pepper,פלפל חריף,3.00,
06/11/2014, Eggplant,חצילים,4.00,
06/11/2014,Greenhouse cucumbers,מלפפונים חממה,3.50,
06/11/2014,White cabbage,כרוב לבן,2.30,
06/11/2014,Red cabbage,כרוב אדום,3.60,
06/11/2014,Fennel,שומר,5.20,
06/11/2014,Cauliflower,כרובית,4.00,4.40
06/11/2014,courgette excellent quality,קישואים איכות מעולה,6.00,
06/11/2014,Lettuce 8 units,חסה 8 יחידות,20.00,22.00
06/11/2014,Galia Mellon Great quality,מילון גליה מעולה,4.80,5.00
06/11/2014,Orange Mellon,מילון כתום,5.00,5.50
06/11/2014,Radish,צנון איכות מעולה,4.00,
06/11/2014,Small Radish packaging,צנונית באריזה,6.00,
06/11/2014,Beets Great quality,סלק איכות מעולה,2.80,
06/11/2014,Pumpkin,דלעת,2.80,
06/11/2014,Butternut,דלורית,2.80,
06/11/2014,Sweet potato graet qulity,בטטות איכות מעולה,6.50,
06/11/2014,Broccoli retail packaging,ברוקולי באריזה קמעונאית,10.00,
06/11/2014,Kohlrabi,קולורבי איכות מעולה,5.40,
06/11/2014,Green beans,שעועית ירוקה,12.00,
06/11/2014,Arum,לוף,11.00,
06/11/2014,Green onion,בצל ירוק,6.00,
06/11/2014,Corn retail packaging,תירס באריזה קמעונאית,5.20,6.00
05/11/2014,Greenhouse tomatoes,עגבניות חממה,6.40,6.80
05/11/2014,Cluster tomatoes,עגבניות באשכולות,7.00,7.40
05/11/2014,Cherry tomatoes in clusters,עגבניות שרי באשכולות,7.20,
05/11/2014,Potato sacks,תפוא"ד שקים,2.50,2.70
05/11/2014,Retail packaging potato,תפוא"ד באריזה קמעונאית,2.80,3.00
05/11/2014,Retail packaging white potato Excellent quality ,תפוא"ד באריזה קמעונאית לבן איכות מעולה,3.30,3.50
05/11/2014,Red potato sacks,תפוא"ד אדום בשקים,2.80,3.00
05/11/2014,Retail packaging red potato,תפוא"ד אדום באריזה קמעונאית,3.10,3.30
05/11/2014,Retail packaging red potato excellent quality,תפוא"ד אדום באריזה קמעונאית איכות מעולה,3.60,3.80
05/11/2014,Carrot sacks,גזר בשקים,3.30,3.50
05/11/2014,Retail packaging carrot,גזר באריזה קמעונאית,3.50,3.70
05/11/2014,Riverside Onion,בצל ריברסייד,2.10,
05/11/2014,Red onion,בצל אדום,2.80,
05/11/2014,Elongated green pepper,פלפל ירוק מאורך-,4.50,
05/11/2014,Bluky green pepper,פלפל ירוק מזני בלוקי,5.00,
05/11/2014,Bright pepper,פלפל בהיר,4.00,
05/11/2014,Red pepper ecxellent quality,פלפל אדום איכות מעולה,7.40,7.80
05/11/2014,Orange pepper,פלפל כתום,8.60,9.00
05/11/2014,Yellow pepper ecxellent quality,פלפל צהוב איכות מעולה,8.60,9.00
05/11/2014,Hot pepper,פלפל חריף,3.50,
05/11/2014, Eggplant,חצילים,3.80,
05/11/2014,Greenhouse cucumbers,מלפפונים חממה,3.80,
05/11/2014,White cabbage,כרוב לבן,2.30,
05/11/2014,Red cabbage,כרוב אדום,3.60,
05/11/2014,Fennel,שומר,5.20,
05/11/2014,Cauliflower,כרובית,3.60,4.00
05/11/2014,courgette excellent quality,קישואים איכות מעולה,5.50,
05/11/2014,Lettuce 8 units,חסה 8 יחידות,20.00,22.00
05/11/2014,Galia Mellon Great quality,מילון גליה מעולה,4.80,5.00
05/11/2014,Orange Mellon,מילון כתום,4.80,5.20
05/11/2014,Radish,צנון איכות מעולה,4.00,
05/11/2014,Small Radish packaging,צנונית באריזה,6.00,
05/11/2014,Beets Great quality,סלק איכות מעולה,2.80,
05/11/2014,Pumpkin,דלעת,2.80,
05/11/2014,Butternut,דלורית,2.80,
05/11/2014,Sweet potato graet qulity,בטטות איכות מעולה,6.50,
05/11/2014,Broccoli retail packaging,ברוקולי באריזה קמעונאית,10.00,
05/11/2014,Kohlrabi,קולורבי איכות מעולה,5.20,
05/11/2014,Green beans,שעועית ירוקה,12.00,
05/11/2014,Arum,לוף,12.00,
05/11/2014,Green onion,בצל ירוק,6.00,
05/11/2014,Corn retail packaging,תירס באריזה קמעונאית,5.20,6.00
04/11/2014,Greenhouse tomatoes,עגבניות חממה,6.40,6.80
04/11/2014,Cluster tomatoes,עגבניות באשכולות,7.00,7.40
04/11/2014,Cherry tomatoes in clusters,עגבניות שרי באשכולות,7.20,
04/11/2014,Potato sacks,תפוא"ד שקים,2.50,2.70
04/11/2014,Retail packaging potato,תפוא"ד באריזה קמעונאית,2.80,3.00
04/11/2014,Retail packaging white potato Excellent quality ,תפוא"ד באריזה קמעונאית לבן איכות מעולה,3.30,3.50
04/11/2014,Red potato sacks,תפוא"ד אדום בשקים,2.80,3.00
04/11/2014,Retail packaging red potato,תפוא"ד אדום באריזה קמעונאית,3.10,3.30
04/11/2014,Retail packaging red potato excellent quality,תפוא"ד אדום באריזה קמעונאית איכות מעולה,3.60,3.80
04/11/2014,Carrot sacks,גזר בשקים,3.30,3.50
04/11/2014,Retail packaging carrot,גזר באריזה קמעונאית,3.50,3.70
04/11/2014,Riverside Onion,בצל ריברסייד,2.10,
04/11/2014,Red onion,בצל אדום,2.80,
04/11/2014,Elongated green pepper,פלפל ירוק מאורך-,4.50,
04/11/2014,Bluky green pepper,פלפל ירוק מזני בלוקי,5.00,
04/11/2014,Bright pepper,פלפל בהיר,4.00,
04/11/2014,Red pepper ecxellent quality,פלפל אדום איכות מעולה,7.20,7.60
04/11/2014,Orange pepper,פלפל כתום,9.00,9.50
04/11/2014,Yellow pepper ecxellent quality,פלפל צהוב איכות מעולה,9.00,9.50
04/11/2014,Hot pepper,פלפל חריף,4.00,
04/11/2014, Eggplant,חצילים,3.80,
04/11/2014,Greenhouse cucumbers,מלפפונים חממה,3.80,
04/11/2014,White cabbage,כרוב לבן,2.30,
04/11/2014,Red cabbage,כרוב אדום,3.60,
04/11/2014,Fennel,שומר,5.00,
04/11/2014,Cauliflower,כרובית,3.50,4.00
04/11/2014,courgette excellent quality,קישואים איכות מעולה,4.80,
04/11/2014,Lettuce 8 units,חסה 8 יחידות,20.00,22.00
04/11/2014,Galia Mellon Great quality,מילון גליה מעולה,4.50,4.80
04/11/2014,Orange Mellon,מילון כתום,4.50,5.00
04/11/2014,Radish,צנון איכות מעולה,4.00,
04/11/2014,Small Radish packaging,צנונית באריזה,6.00,
04/11/2014,Beets Great quality,סלק איכות מעולה,2.80,
04/11/2014,Pumpkin,דלעת,2.80,
04/11/2014,Butternut,דלורית,2.80,
04/11/2014,Sweet potato graet qulity,בטטות איכות מעולה,6.50,
04/11/2014,Broccoli retail packaging,ברוקולי באריזה קמעונאית,10.00,
04/11/2014,Kohlrabi,קולורבי איכות מעולה,4.80,
04/11/2014,Green beans,שעועית ירוקה,12.00,
04/11/2014,Arum,לוף,13.00,
04/11/2014,Green onion,בצל ירוק,6.00,
04/11/2014,Corn retail packaging,תירס באריזה קמעונאית,5.20,6.00
03/11/2014,Greenhouse tomatoes,עגבניות חממה,6.40,6.80
03/11/2014,Cluster tomatoes,עגבניות באשכולות,7.00,7.40
03/11/2014,Cherry tomatoes in clusters,עגבניות שרי באשכולות,7.20,
03/11/2014,Potato sacks,תפוא"ד שקים,2.50,2.70
03/11/2014,Retail packaging potato,תפוא"ד באריזה קמעונאית,2.80,3.00
03/11/2014,Retail packaging white potato Excellent quality ,תפוא"ד באריזה קמעונאית לבן איכות מעולה,3.30,3.50
03/11/2014,Red potato sacks,תפוא"ד אדום בשקים,2.80,3.00
03/11/2014,Retail packaging red potato,תפוא"ד אדום באריזה קמעונאית,3.10,3.30
